id,card_number,card_name,card_alt,カードタイプ,タグ,レアリティ,色,HP,LIFE,Bloomレベル,バトンタッチ,収録商品,能力テキスト,arts,oshi_skill,sp_oshi_skill,keyword,extra,gift,illustrator,image_url,local_images,release_date
933,hBP04-071,大空スバル,大空スバル,ホロメン,#JP #2期生 #トリ,R,黄,160,,1st,◇,【使用可能カード】エントリーカップ「アヤカシヴァーミリオン」|ブースターパック「キュリアスユニバース」,,[黄]しゅばっ！　20 | [黄+◇+◇]最強で楽しい毎日　90,,,,,,しぐれうい,/wp-content/images/cardlist/hBP04/hBP04-071_R.png,hBP04-071_R.png;hBP04-071_SR.png,
934,hBP04-072,大空スバル,大空スバル,ホロメン,#JP #2期生 #歌 #トリ,RR,黄,190,,2nd,◇/◇,【使用可能カード】エントリーカップ「アヤカシヴァーミリオン」|ブースターパック「キュリアスユニバース」,,[黄+黄+◇+白+50]太陽少女　100+,,,"サンライトステージ
自分のアーカイブの黄エール1枚を自分のホロメンに送れる。",,,那桜,/wp-content/images/cardlist/hBP04/hBP04-072_RR.png,hBP04-072_P_02.png;hBP04-072_RR.png;hBP04-072_SR.png;hBP04-072_UR.png,
935,hBP04-073,アーニャ・メルフィッサ,アーニャ・メルフィッサ,ホロメン,#ID #ID2期生 #語学,C,黄,100,,Debut,◇,【使用可能カード】エントリーカップ「アヤカシヴァーミリオン」|ブースターパック「キュリアスユニバース」,,[◇]おはよー！　30,,,,このホロメンはデッキに何枚でも入れられる,,,/wp-content/images/cardlist/hBP04/hBP04-073_C.png,hBP04-073_C.png;hBP04-073_P.png,
936,hBP04-074,アーニャ・メルフィッサ,アーニャ・メルフィッサ,ホロメン,#ID #ID2期生 #語学,U,黄,120,,Debut,◇,【使用可能カード】エントリーカップ「アヤカシヴァーミリオン」|ブースターパック「キュリアスユニバース」,,[黄]隣座りますか？　20,,,"A Day at the Café
[センターポジション限定]このホロメンと自分のコラボホロメンが受けるダメージ-10。",,,野崎つばた,/wp-content/images/cardlist/hBP04/hBP04-074_U.png,hBP04-074_P_02.png;hBP04-074_S.png;hBP04-074_U.png,
937,hBP04-075,アーニャ・メルフィッサ,アーニャ・メルフィッサ,ホロメン,#ID #ID2期生 #語学,C,黄,180,,1st,◇/◇,【使用可能カード】エントリーカップ「アヤカシヴァーミリオン」|ブースターパック「キュリアスユニバース」,,[黄]悪魔の招待　30 | [黄+◇]悪魔の囁き　50,,,,,,Lowro,/wp-content/images/cardlist/hBP04/hBP04-075_C.png,hBP04-075_C.png;hBP04-075_S.png,
938,hBP04-076,アーニャ・メルフィッサ,アーニャ・メルフィッサ,ホロメン,#ID #ID2期生 #語学,U,黄,150,,1st,◇,【使用可能カード】エントリーカップ「アヤカシヴァーミリオン」|ブースターパック「キュリアスユニバース」,,[◇]応援、よろしくね！　30,,,"私から皆さんへの歌
自分のアーカイブの〈古代武器〉1枚を自分の〈アーニャ・メルフィッサ〉に付けられる。",,,,/wp-content/images/cardlist/hBP04/hBP04-076_U.png,hBP04-076_S.png;hBP04-076_U.png,
939,hBP04-077,アーニャ・メルフィッサ,アーニャ・メルフィッサ,ホロメン,#ID #ID2期生 #語学,R,黄,180,,1st,◇/◇,【使用可能カード】エントリーカップ「アヤカシヴァーミリオン」|ブースターパック「キュリアスユニバース」,,[黄+◇]黄色い薔薇　50,,,"ガラス越しの庭園
相手のターンで、このホロメンがダウンした時、このホロメンを含め重なっているホロメンの中から1枚を手札に戻す。",,,おゆゆ,/wp-content/images/cardlist/hBP04/hBP04-077_R.png,hBP04-077_R.png;hBP04-077_SR.png,
940,hBP04-078,アーニャ・メルフィッサ,アーニャ・メルフィッサ,ホロメン,#ID #ID2期生 #語学,RR,黄,200,,2nd,◇/◇,【使用可能カード】エントリーカップ「アヤカシヴァーミリオン」|ブースターパック「キュリアスユニバース」,,[黄+黄+◇+◇+赤+50]ダンジョンアドベンチャー　160,,,"宝物みつけた
[センターポジション・コラボポジション限定]自分の〈古代武器〉が付いているセンターホロメンの〈アーニャ・メルフィッサ〉のアーツに必要な黄-1。",,,gaha,/wp-content/images/cardlist/hBP04/hBP04-078_RR.png,hBP04-078_RR.png;hBP04-078_SR.png;hBP04-078_UR.png,
941,hBP04-079,夏色まつり,夏色まつり,ホロメン,#JP #1期生 #シューター,C,黄,120,,Debut,◇,【使用可能カード】エントリーカップ「アヤカシヴァーミリオン」|ブースターパック「キュリアスユニバース」,,[◇]ホロライブの清楚担当　10,,,"わっしょ～い！
相手のターンで、このホロメンがダウンした時、このホロメンのエール1枚を、自分の他のホロメンに付け替えられる。",このホロメンはデッキに何枚でも入れられる,,,/wp-content/images/cardlist/hBP04/hBP04-079_C.png,hBP04-079_02_C.png;hBP04-079_C.png;hBP04-079_P.png,
942,hBP04-080,夏色まつり,夏色まつり,ホロメン,#JP #1期生 #シューター,C,黄,180,,1st,◇/◇,【使用可能カード】エントリーカップ「アヤカシヴァーミリオン」|ブースターパック「キュリアスユニバース」,,[◇]夏色応援団　30 | [◇+◇]戦え！ 血を血で洗え！　50,,,,,,沢城あやほ,/wp-content/images/cardlist/hBP04/hBP04-080_C.png,hBP04-080_C.png;hBP04-080_S.png,
943,hBP04-081,夏色まつり,夏色まつり,ホロメン,#JP #1期生 #シューター,U,黄,120,,1st,◇,【使用可能カード】エントリーカップ「アヤカシヴァーミリオン」|ブースターパック「キュリアスユニバース」,,[黄]全力で歌うよッ！！　20,,,"大好きな君に届くように
自分のエールデッキから、黄エール1枚を公開し、このホロメンに送る。そしてエールデッキをシャッフルする。",,,,/wp-content/images/cardlist/hBP04/hBP04-081_U.png,hBP04-081_S.png;hBP04-081_U.png,
944,hBP04-082,夏色まつり,夏色まつり,ホロメン,#JP #1期生 #シューター,RR,黄,180,,2nd,◇/◇,【使用可能カード】エントリーカップ「アヤカシヴァーミリオン」|ブースターパック「キュリアスユニバース」,,[黄+白+50]お気に入りみつけた　60+,,,"レッツ ショッピング
自分のステージの異なるカード名の#1期生を持つホロメン1人につき、サイコロを1回振れる：4以上が出た回数1回につき、自分のエールデッキの上から1枚をこのホロメンに送る。",,,ふくよかなクマ,/wp-content/images/cardlist/hBP04/hBP04-082_RR.png,hBP04-082_RR.png;hBP04-082_SR.png;hBP04-082_UR.png,
945,hBP04-083,桃鈴ねね,桃鈴ねね,ホロメン,#JP #5期生 #歌 #絵,C,黄,90,,Debut,◇,ブースターパック「キュリアスユニバース」,,[◇]こんねね～　10,,,,このホロメンはデッキに何枚でも入れられる,,,/wp-content/images/cardlist/hBP04/hBP04-083_C.png,hBP04-083_C.png;hBP04-083_P.png,
946,hBP04-084,桃鈴ねね,桃鈴ねね,ホロメン,#JP #5期生 #歌 #絵,C,黄,190,,1st,◇/◇,ブースターパック「キュリアスユニバース」,,[◇]はぁ～ん　30 | [黄+◇]またねね　50,,,,,,西沢5㍉,/wp-content/images/cardlist/hBP04/hBP04-084_C.png,hBP04-084_C.png;hBP04-084_S.png,
947,hBP04-085,桃鈴ねね,桃鈴ねね,ホロメン,#JP #5期生 #歌 #絵,U,黄,130,,1st,◇,ブースターパック「キュリアスユニバース」,,[◇]いっぱいがんばるぞい!!!!!　20,,,"最高の気分!!!!!!!!!!!!!!
自分のエールデッキから、自分のステージの#5期生を持つホロメン1人と同色のエール1枚を公開し、自分の#5期生を持つホロメンに送る。そしてエールデッキをシャッフルする。",,,,/wp-content/images/cardlist/hBP04/hBP04-085_U.png,hBP04-085_S.png;hBP04-085_U.png,
948,hBP04-086,桃鈴ねね,桃鈴ねね,ホロメン,#JP #5期生 #歌 #絵,RR,黄,200,,2nd,◇/◇,ブースターパック「キュリアスユニバース」,,[◇+白+50]ハズバンドいっぱい　50 | [青+黄+白+50]ギラギラパワー　50+,,,,,,むっちりしいたけ,/wp-content/images/cardlist/hBP04/hBP04-086_RR.png,hBP04-086_RR.png;hBP04-086_SR.png;hBP04-086_UR.png,
949,hBP04-087,エリザベス・ローズ・ブラッドフレイム,エリザベス・ローズ・ブラッドフレイム,ホロメン,#EN #Justice #歌,C,◇,140,,Spot,◇,ブースターパック「キュリアスユニバース」,,[◇+◇]ERB　20,,,"『緋色の女王』
[コラボポジション限定]自分のDebutホロメンがセンターポジションで受けるダメージ-20。",このホロメンはBloomできない,,,/wp-content/images/cardlist/hBP04/hBP04-087_C.png,hBP04-087_C.png;hBP04-087_S.png,
950,hBP04-088,ジジ・ムリン,ジジ・ムリン,ホロメン,#EN #Justice,C,◇,130,,Spot,,ブースターパック「キュリアスユニバース」,,[◇]怒らないでよ！　10,,,"え？ でも面白かったじゃん！
相手のターンで、このホロメンがダウンした時、自分のエールデッキの上から1枚を自分のホロメンに送る。",このホロメンはBloomできない,,,/wp-content/images/cardlist/hBP04/hBP04-088_C.png,hBP04-088_C.png;hBP04-088_S.png,
951,hSD01-017,マネちゃん,マネちゃん,サポート・スタッフ・LIMITED,,C,,,,,,ブースターパック「キュリアスユニバース」,"このカードは、自分の手札がこのカードを含まずに1枚以上なければ使えない。
自分の手札すべてをデッキに戻してシャッフルする。そして自分のデッキを5枚引く。
LIMITED：ターンに１枚しか使えない。",,,,,,,こまいぬ,/wp-content/images/cardlist/hBP04/hSD01-017_02_C.png,hSD01-017_02_C.png;hSD01-017_02_S.png;hSD01-017_C.png;hSD01-017_P.png,
952,hBP04-089,ツートンカラーパソコン,ツートンカラーパソコン,サポート・アイテム・LIMITED,,U,,,,,,ブースターパック「キュリアスユニバース」,"このカードは、自分のステージに色が1色で異なる色のホロメンが2人以上いなければ使えない。
自分のステージの色が1色で異なる色のホロメン2人を選ぶ。自分のデッキから、Buzz以外のそれぞれ選んだホロメンと同色の1stホロメン1枚ずつを公開し、手札に加える。そしてデッキをシャッフルする。
LIMITED：ターンに１枚しか使えない。",,,,,,,住咲ゆづな,/wp-content/images/cardlist/hBP04/hBP04-089_U.png,hBP04-089_S.png;hBP04-089_U.png,
953,hBP04-090,作業用パソコン,作業用パソコン,サポート・アイテム・LIMITED,,U,,,,,,ブースターパック「キュリアスユニバース」,"このカードは、自分の手札がこのカードを含まずに6枚以下でなければ使えない。
自分のデッキの上から4枚を見る。その中から、ホロメン1枚と[ツールかマスコットかファン]1枚を公開し、公開したカードを手札に加える。そして残ったカードを好きな順でデッキの下に戻す。
LIMITED：ターンに１枚しか使えない。",,,,,,,六九導イツキ,/wp-content/images/cardlist/hBP04/hBP04-090_U.png,hBP04-090_S.png;hBP04-090_U.png,
954,hBP04-091,限界飯,限界飯,サポート・イベント,#食べ物,U,,,,,,ブースターパック「キュリアスユニバース」,このターンの間、自分の〈一条莉々華〉1人のアーツに必要な無色エール-1。自分の〈限界飯〉はターンに1回しか使えない。,,,,,,,紅緒,/wp-content/images/cardlist/hBP04/hBP04-091_U.png,hBP04-091_S.png;hBP04-091_U.png,
955,hBP04-092,ねぽらぼ,ねぽらぼ,サポート・イベント・LIMITED,,U,,,,,,ブースターパック「キュリアスユニバース」,"このカードは、自分の手札がこのカードを含まずに6枚以下でなければ使えない。
自分のデッキの上から4枚を見る。その中から、#5期生を持つホロメンを好きな枚数公開し、公開したホロメンを手札に加える。そして残ったカードを好きな順でデッキの下に戻す。
LIMITED：ターンに１枚しか使えない。",,,,,,,あやせりん,/wp-content/images/cardlist/hBP04/hBP04-092_U.png,hBP04-092_S.png;hBP04-092_U.png,
956,hBP04-093,ホロライブ2期生,ホロライブ2期生,サポート・イベント・LIMITED,,U,,,,,,ブースターパック「キュリアスユニバース」,"このカードは、自分の手札がこのカードを含まずに6枚以下でなければ使えない。
自分のデッキの上から4枚を見る。その中から、#2期生を持つホロメンを好きな枚数公開し、公開したホロメンを手札に加える。そして残ったカードを好きな順でデッキの下に戻す。
LIMITED：ターンに１枚しか使えない。",,,,,,,成海七海,/wp-content/images/cardlist/hBP04/hBP04-093_U.png,hBP04-093_S.png;hBP04-093_U.png,
957,hBP04-094,まいたけダンス,まいたけダンス,サポート・イベント,#きのこ,U,,,,,,ブースターパック「キュリアスユニバース」,自分の〈儒烏風亭らでん〉1人を選ぶ。自分のステージのエール1～2枚を、選んだホロメンに付け替えられる。その後、選んだホロメンにエールが3枚以上付いている時、このターンの間、選んだホロメンのアーツ+10。,,,,,,,ばかくん三世,/wp-content/images/cardlist/hBP04/hBP04-094_U.png,hBP04-094_S.png;hBP04-094_U.png,
958,hBP04-095,マスコットキャッチャー,マスコットキャッチャー,サポート・イベント・LIMITED,,U,,,,,,ブースターパック「キュリアスユニバース」,"自分のデッキから、マスコット1枚を公開し、手札に加える。そしてデッキをシャッフルする。
LIMITED：ターンに１枚しか使えない。",,,,,,,さかなへん,/wp-content/images/cardlist/hBP04/hBP04-095_U.png,hBP04-095_S.png;hBP04-095_U.png,
959,hBP02-084,みっころね24,みっころね24,サポート・イベント・LIMITED,,U,,,,,,ブースターパック「キュリアスユニバース」,"自分のデッキを2枚引き、サイコロを1回振る：3か5か6の時、自分のデッキから、Debutホロメン1枚を公開し、手札に加える。そしてデッキをシャッフルする。2か4の時、自分のデッキを1枚引く。
LIMITED：ターンに１枚しか使えない。",,,,,,,成田タメゾウ,/wp-content/images/cardlist/hBP04/hBP02-084_02_U.png,hBP02-084_02_SR.png;hBP02-084_02_U.png;hBP02-084_S.png;hBP02-084_SEC.png;hBP02-084_U.png,
960,hBP04-096,Advent,Advent,サポート・イベント・LIMITED,,U,,,,,,ブースターパック「キュリアスユニバース」|スタートデッキ 推し Advent,"このカードは、自分の手札がこのカードを含まずに6枚以下でなければ使えない。
自分のデッキの上から4枚を見る。その中から、#Adventを持つホロメンを好きな枚数公開し、公開したホロメンを手札に加える。そして残ったカードを好きな順でデッキの下に戻す。
LIMITED：ターンに１枚しか使えない。",,,,,,,chyan,/wp-content/images/cardlist/hBP04/hBP04-096_U.png,hBP04-096_S.png;hBP04-096_U.png,
961,hBP04-097,緑の試験管,緑の試験管,サポート・ツール,#こよラボ,U,,,,,,ブースターパック「キュリアスユニバース」,"このツールが付いているホロメンのアーツ+10。
◆1st以上の〈博衣こより〉に付いていたら能力追加
自分のメインステップで、このツールが付いているホロメンのエール1枚をアーカイブできる：自分のお休みしている#秘密結社holoXを持つホロメン1人をアクティブにする。
ツールは、自分のホロメン1人につき1枚だけ付けられる。",,,,,,,古弥月,/wp-content/images/cardlist/hBP04/hBP04-097_U.png,hBP04-097_S.png;hBP04-097_U.png,
962,hBP04-098,鍛冶ハンマー,鍛冶ハンマー,サポート・ツール,#カエラ'sアームズ,U,,,,,,ブースターパック「キュリアスユニバース」,"このツールが付いているホロメンのアーツ+10。
◆#ID3期生を持つ1st以上のホロメンに付いていたら能力追加
このツールが付いているホロメンのアーツ+10。
ツールは、自分のホロメン1人につき1枚だけ付けられる。",,,,,,,わにたろー。,/wp-content/images/cardlist/hBP04/hBP04-098_U.png,hBP04-098_S.png;hBP04-098_U.png,
963,hBP04-099,古代武器,古代武器,サポート・ツール,,U,,,,,,ブースターパック「キュリアスユニバース」,"相手のターンで、このツールが付いているホロメンがダウンした時、自分の手札1枚をアーカイブできる：このツールを手札に戻す。
◆1st以上の〈アーニャ・メルフィッサ〉に付いていたら能力追加
自分のステージの〈古代武器〉1枚につき、このツールが付いているホロメンのアーツ+10。
ツールは、自分のホロメン1人につき1枚だけ付けられる。",,,,,,,BISAI,/wp-content/images/cardlist/hBP04/hBP04-099_U.png,hBP04-099_S.png;hBP04-099_U.png,
964,hBP04-100,ココロ,ココロ,サポート・マスコット,#こよラボ,C,,,,,,ブースターパック「キュリアスユニバース」,"このマスコットが付いているホロメンのHP+20。
◆〈博衣こより〉に付いていたら能力追加
このマスコットが付いているホロメンがコラボした時、このターンの間、このホロメンのアーツ+10。
マスコットは、自分のホロメン1人につき1枚だけ付けられる。",,,,,,,はずき,/wp-content/images/cardlist/hBP04/hBP04-100_C.png,hBP04-100_C.png;hBP04-100_S.png,
965,hBP04-101,だいふく,だいふく,サポート・マスコット,,C,,,,,,ブースターパック「キュリアスユニバース」,"このマスコットが付いているホロメンのアーツ+10。
◆〈雪花ラミィ〉に付いていたら能力追加
このマスコットが付いているホロメンのHP+20。
マスコットは、自分のホロメン1人につき1枚だけ付けられる。",,,,,,,JinArt いじゅういん,/wp-content/images/cardlist/hBP04/hBP04-101_C.png,hBP04-101_C.png;hBP04-101_S.png,
966,hBP04-102,やめなー,やめなー,サポート・マスコット,,C,,,,,,ブースターパック「キュリアスユニバース」,"このマスコットが付いているホロメンのアーツ+10。
◆#5期生を持つ1st以上のホロメンに付いていたら能力追加
[バックポジション限定]このマスコットが付いているホロメンは相手からダメージを受けない。
マスコットは、自分のホロメン1人につき1枚だけ付けられる。",,,,,,,JinArt すぎもと,/wp-content/images/cardlist/hBP04/hBP04-102_C.png,hBP04-102_C.png;hBP04-102_S.png,
967,hBP04-103,カラス,カラス,サポート・マスコット,,C,,,,,,ブースターパック「キュリアスユニバース」,"このマスコットが付いているホロメンのアーツ+10。
◆〈ラプラス・ダークネス〉に付いていたら能力追加
[コラボポジション限定][ターンに1回]自分のメインステップで、サイコロを1回振れる：奇数の時、このマスコットが付いているホロメンをバックポジションに移動する。
マスコットは、自分のホロメン1人につき1枚だけ付けられる。",,,,,,,はずき,/wp-content/images/cardlist/hBP04/hBP04-103_C.png,hBP04-103_C.png;hBP04-103_S.png,
968,hBP04-104,スバルドダック,スバルドダック,サポート・マスコット,,C,,,,,,ブースターパック「キュリアスユニバース」,"このマスコットが付いているホロメンのHP+20。
◆〈大空スバル〉に付いていたら能力追加
お互いのステージのエールが合計10枚以上ある間、このマスコットが付いているホロメンのアーツ+20。
マスコットは、自分のホロメン1人につき1枚だけ付けられる。",,,,,,,JinArt かばくら,/wp-content/images/cardlist/hBP04/hBP04-104_C.png,hBP04-104_C.png;hBP04-104_S.png,
969,hBP04-105,こよりの助手くん,こよりの助手くん,サポート・ファン,#こよラボ,U,,,,,,ブースターパック「キュリアスユニバース」,"このファンをホロメンに手札かアーカイブから付けた時、自分のステージのエール1枚を、このファンが付いているホロメンに付け替えられる。
このファンは、自分の〈博衣こより〉だけに付けられ、1人につき何枚でも付けられる。",,,,,,,はずき,/wp-content/images/cardlist/hBP04/hBP04-105_U.png,hBP04-105_S.png;hBP04-105_U.png,
970,hBP04-106,雪民,雪民,サポート・ファン,,U,,,,,,ブースターパック「キュリアスユニバース」,"このファンが付いているホロメンが、相手のセンターホロメンに与える特殊ダメージ+10。
このファンは、自分の〈雪花ラミィ〉だけに付けられ、1人につき何枚でも付けられる。",,,,,,,JinArt こばやかわやまと,/wp-content/images/cardlist/hBP04/hBP04-106_U.png,hBP04-106_S.png;hBP04-106_U.png,
971,hBP04-001,博衣こより,博衣こより,推しホロメン,,OUR,白,,5,,,【使用可能カード】エントリーカップ「アヤカシヴァーミリオン」|ブースターパック「キュリアスユニバース」,,,[ホロパワー：-2] こより実験中 [ターンに1回]このターンの間、自分の#こよラボを持つサポートカードが付いている〈博衣こより〉1人のアーツ+30。,[ホロパワー：-2] 助手くん、んーまっ！ [ゲームに1回]相手のターンで、自分の〈こよりの助手くん〉が付いている〈博衣こより〉が相手からダメージを受ける時に使える：そのホロメン1人が受けるダメージ-100。,,,,砂利さや(か),/wp-content/images/cardlist/hBP04/hBP04-001_OUR.png,hBP04-001_OSR.png;hBP04-001_OUR.png;hBP04-001_SEC.png,
972,hBP04-002,儒烏風亭らでん,儒烏風亭らでん,推しホロメン,,OUR,緑,,6,,,【使用可能カード】エントリーカップ「アヤカシヴァーミリオン」|ブースターパック「キュリアスユニバース」,,,[ホロパワー：-2] ReGLOSSの風流人 [ターンに1回]自分のアーカイブのエール1枚を、自分の#ReGLOSSを持つホロメンに送る。,[ホロパワー：-2] 余った時間でぐるぐる [ゲームに1回]自分のアーカイブの#きのこを持つイベント1～4枚を手札に戻す。そして手札に戻したカード2枚につき、自分のデッキを1枚引く。,,,,yuki,/wp-content/images/cardlist/hBP04/hBP04-002_OUR.png,hBP04-002_OSR.png;hBP04-002_OUR.png;hBP04-002_P.png,
973,hBP04-003,一条莉々華,一条莉々華,推しホロメン,,OUR,赤,,5,,,【使用可能カード】エントリーカップ「アヤカシヴァーミリオン」|ブースターパック「キュリアスユニバース」,,,[ホロパワー：-3] Reach the top！ [ターンに1回]自分のセンターホロメンが#ReGLOSSを持つ時、相手のコラボホロメンに特殊ダメージ50を与える。,[ホロパワー：-1] かわいい！ ポジティブ！ ジーニアス！ [ゲームに1回]相手のターンで、自分の〈一条莉々華〉がダウンした時に使える：自分のデッキから、[〈一条莉々華〉と〈限界飯〉]1枚ずつを公開し、手札に加える。そしてデッキをシャッフルする。,,,,ゆぅ,/wp-content/images/cardlist/hBP04/hBP04-003_OUR.png,hBP04-003_OSR.png;hBP04-003_OUR.png;hBP04-003_P.png,
974,hBP04-004,雪花ラミィ,雪花ラミィ,推しホロメン,,OUR,青,,5,,,【使用可能カード】エントリーカップ「アヤカシヴァーミリオン」|ブースターパック「キュリアスユニバース」,,,[ホロパワー：-1] 愛してる [ターンに1回]相手のターンで、自分のホロメンがダウンした時に使える：そのホロメンに付いているファン1枚を手札に戻す。,[ホロパワー：-3] ぶーん、バリバリバリバリ [ゲームに1回]自分の〈雪花ラミィ〉1人を選ぶ。このターンの間、選んだホロメンが、相手のホロメン1人に与える特殊ダメージ+100し、選んだホロメンが相手のホロメンをダウンさせた時、自分のデッキを2枚引く。,,,,がり,/wp-content/images/cardlist/hBP04/hBP04-004_OUR.png,hBP04-004_OSR.png;hBP04-004_OUR.png;hBP04-004_SEC.png,
975,hBP04-005,ラプラス・ダークネス,ラプラス・ダークネス,推しホロメン,,OUR,紫,,5,,,【使用可能カード】エントリーカップ「アヤカシヴァーミリオン」|ブースターパック「キュリアスユニバース」,,,[ホロパワー：-2] 総帥のお仕事 [ターンに1回]このターンの間、自分のホロメンの能力でサイコロを1度に3回振る時、そのサイコロの目の数すべてを5として扱う。,[ホロパワー：-3] 我ら秘密結社holoX！ [ゲームに1回]自分の#秘密結社holoXを持つホロメン1人を選ぶ。このターンの間、選んだホロメンのアーツは、エールを必要とせずに使える。,,,,茶ちえ,/wp-content/images/cardlist/hBP04/hBP04-005_OUR.png,hBP04-005_OSR.png;hBP04-005_OUR.png;hBP04-005_SEC.png,
976,hBP04-006,大空スバル,大空スバル,推しホロメン,,OUR,黄,,5,,,【使用可能カード】エントリーカップ「アヤカシヴァーミリオン」|ブースターパック「キュリアスユニバース」,,,[ホロパワー：-2] メンタル！ フィジカル！ パッション！ [ターンに1回]相手のターンで、自分の〈大空スバル〉が相手からダメージを受ける時に使える：自分の〈大空スバル〉全員が受けるダメージ-30。,[ホロパワー：-2] リアクション芸 [ゲームに1回]自分のライフが3以下の時に使える：このターンの間、自分のセンターホロメンの〈大空スバル〉のアーツ+100。,,,,ふじさわ犬一,/wp-content/images/cardlist/hBP04/hBP04-006_OUR.png,hBP04-006_OSR.png;hBP04-006_OUR.png;hBP04-006_SEC.png,
977,hBP04-007,アーニャ・メルフィッサ,アーニャ・メルフィッサ,推しホロメン,,OUR,黄,,5,,,【使用可能カード】エントリーカップ「アヤカシヴァーミリオン」|ブースターパック「キュリアスユニバース」,,,[ホロパワー：-2] 神秘の儀式 [ターンに1回]自分のデッキから、〈古代武器〉1枚を公開し、自分のホロメンに付ける。そしてデッキをシャッフルする。,[ホロパワー：-2] 人生のこと考えていた方が勝てる [ゲームに1回]自分のアーカイブのエールを、自分の〈古代武器〉が付いているホロメン全員に1枚ずつ送る。,,,,81,/wp-content/images/cardlist/hBP04/hBP04-007_OUR.png,hBP04-007_OSR.png;hBP04-007_OUR.png,
978,hBP04-009,博衣こより,博衣こより,ホロメン,#JP #秘密結社holoX #ケモミミ,S,白,100,,Debut,◇,【使用可能カード】エントリーカップ「アヤカシヴァーミリオン」|ブースターパック「キュリアスユニバース」,,[◇]終わりなき輪廻に迷いし子らよ　20,,,,,,TAiGA,/wp-content/images/cardlist/hBP04/hBP04-009_S.png,hBP04-009_P_02.png;hBP04-009_S.png;hBP04-009_U.png,
979,hBP04-010,博衣こより,博衣こより,ホロメン,#JP #秘密結社holoX #ケモミミ,S,白,160,,1st,◇,【使用可能カード】エントリーカップ「アヤカシヴァーミリオン」|ブースターパック「キュリアスユニバース」,,[◇]助手く～ん、なんかお疲れっぽい？　40 | [白+◇]こよに添い寝される？　60,,,,,,ももこ,/wp-content/images/cardlist/hBP04/hBP04-010_S.png,hBP04-010_C.png;hBP04-010_S.png,
980,hBP04-011,博衣こより,博衣こより,ホロメン,#JP #秘密結社holoX #ケモミミ,S,白,140,,1st,◇,【使用可能カード】エントリーカップ「アヤカシヴァーミリオン」|ブースターパック「キュリアスユニバース」,,[◇]助手くんっ見ててね！　30,,,,,,,/wp-content/images/cardlist/hBP04/hBP04-011_S.png,hBP04-011_S.png;hBP04-011_U.png,
981,hBP04-012,博衣こより,博衣こより,ホロメン,#JP #秘密結社holoX #ケモミミ,SR,白,140,,1st,◇,【使用可能カード】エントリーカップ「アヤカシヴァーミリオン」|ブースターパック「キュリアスユニバース」,,[白]助手くんとこよはずっと一緒だよ！　30,,,"はい！ はい！ はい！ はい！
自分のデッキから、#こよラボを持つサポートカード1枚を公開し、手札に加える。そしてデッキをシャッフルする。",,,北田 藻,/wp-content/images/cardlist/hBP04/hBP04-012_SR.png,hBP04-012_R.png;hBP04-012_SR.png,
982,hBP04-013,博衣こより,博衣こより,ホロメン,#JP #秘密結社holoX #ケモミミ,SR,白,200,,2nd,◇/◇,【使用可能カード】エントリーカップ「アヤカシヴァーミリオン」|ブースターパック「キュリアスユニバース」,,[白+◇+◇+緑+50]かくせいのこより　160,,,"絶対諦めない！
このホロメンが相手のホロメンをダウンさせた時、自分のデッキの上から1枚をホロパワーにする。その後、自分のホロパワーを見る。その中から1枚を公開し、手札に加える。そしてホロパワーをシャッフルする。",,,望田とうり,/wp-content/images/cardlist/hBP04/hBP04-013_SR.png,hBP04-013_02_SR.png;hBP04-013_P.png;hBP04-013_RR.png;hBP04-013_SR.png;hBP04-013_UR.png,
983,hBP04-013,博衣こより,博衣こより,ホロメン,#JP #秘密結社holoX #ケモミミ,UR,白,200,,2nd,◇/◇,【使用可能カード】エントリーカップ「アヤカシヴァーミリオン」|ブースターパック「キュリアスユニバース」,,[白+◇+◇+緑+50]かくせいのこより　160,,,"絶対諦めない！
このホロメンが相手のホロメンをダウンさせた時、自分のデッキの上から1枚をホロパワーにする。その後、自分のホロパワーを見る。その中から1枚を公開し、手札に加える。そしてホロパワーをシャッフルする。",,,望田とうり,/wp-content/images/cardlist/hBP04/hBP04-013_UR.png,hBP04-013_02_SR.png;hBP04-013_P.png;hBP04-013_RR.png;hBP04-013_SR.png;hBP04-013_UR.png,
984,hBP04-014,白上フブキ,白上フブキ,ホロメン,#JP #1期生 #ゲーマーズ #ケモミミ #絵,SR,白,200,,2nd,◇/◇,ブースターパック「キュリアスユニバース」,,[白+◇+◇+緑+50]私の大切な人　100+,,,"戻っておいで
自分のアーカイブの#白上'sキャラクターを持つカード1～2枚を手札に戻せる。",,,藤ちょこ,/wp-content/images/cardlist/hBP04/hBP04-014_SR.png,hBP04-014_R.png;hBP04-014_SR.png,
985,hBP04-015,IRyS,IRyS,Buzzホロメン,#EN #Promise #歌,SR,白,230,,1st,◇/◇,ブースターパック「キュリアスユニバース」,,[白+◇]The Race Queen　30+,,,,このホロメンがダウンした時、自分のライフ-2,,ぴ助,/wp-content/images/cardlist/hBP04/hBP04-015_SR.png,hBP04-015_R.png;hBP04-015_SR.png,
